prefix,longueur_moyenne,entropie,profondeur_maximale,variance_longueur,balancedness,00_ngrams,11_ngrams,nombre,code
2,4.12,1.0,7,5.11,6,10,10,8,1
2,4.57,0.9,6,1.39,3,10,10,7,1
1,6.0,1.0,7,0.8,2,9,9,5,0
2,3.57,1.0,6,2.53,5,5,5,7,1
2,3.71,0.93,6,2.78,5,6,6,7,1
1,2.0,1.0,2,0.0,0,0,0,1,0
2,3.62,1.0,7,4.98,6,7,7,8,1
1,2.0,1.0,2,0.0,0,0,0,1,0
2,3.62,1.0,7,4.48,6,6,6,8,1
2,2.33,0.94,4,0.89,3,1,1,6,1
2,2.5,0.97,4,2.25,3,0,0,2,0
1,3.75,0.99,6,2.19,4,9,9,8,1
1,4.83,0.99,7,2.14,4,9,9,6,0
2,3.75,0.88,7,4.94,6,8,8,8,1
2,4.0,0.95,7,3.33,5,7,7,6,1
1,6.33,1.0,7,0.22,1,4,4,3,0
2,3.57,0.99,7,3.96,6,6,6,7,1
1,3.75,0.92,5,1.19,3,5,5,4,0
1,5.8,0.8,7,1.36,3,11,11,5,0
1,4.67,0.99,6,1.22,3,7,7,6,0
2,3.5,0.59,6,6.25,5,2,2,2,1
2,4.78,0.93,7,3.28,5,13,13,9,1
2,4.43,1.0,7,3.96,6,8,8,7,1
1,4.5,0.92,7,4.58,6,9,9,6,1
1,3.6,0.96,5,1.84,3,5,5,5,0
1,2.0,0.65,3,0.67,2,2,2,3,1
1,4.43,1.0,7,3.96,6,8,8,7,1
1,4.0,1.0,7,4.5,5,3,3,4,1
2,4.0,1.0,7,5.0,6,8,8,8,1
1,4.2,0.99,6,2.96,5,5,5,5,1
2,3.33,0.97,7,6.89,6,2,2,3,1
2,4.17,0.72,6,5.14,5,9,9,6,1
2,4.4,1.0,7,3.24,6,12,12,10,1
1,3.0,0.99,4,0.67,2,2,2,3,0
1,4.17,0.97,7,2.14,4,9,9,6,1
2,2.6,0.96,4,1.04,3,4,4,5,1
1,3.8,0.98,7,4.56,6,5,5,5,1
1,3.67,1.0,6,1.56,4,6,6,6,1
1,4.57,1.0,7,3.67,6,7,7,7,1
1,3.67,0.99,7,6.22,6,3,3,3,0
2,3.78,0.98,7,3.95,6,9,9,9,1
2,3.57,0.99,7,3.39,6,7,7,7,1
1,5.0,0.72,5,0.0,0,1,1,1,0
2,3.83,0.83,7,6.14,6,7,7,6,1
1,4.0,0.95,6,4.0,4,3,3,2,0
1,7.0,0.99,7,0.0,0,3,3,1,0
1,5.25,1.0,6,0.69,2,5,5,4,0
2,4.12,1.0,7,2.86,6,9,9,8,1
2,4.0,0.99,7,4.5,6,8,8,8,1
2,4.5,1.0,7,4.25,6,9,9,8,1
2,4.22,0.95,6,3.73,5,11,11,9,1
1,4.0,0.54,5,1.0,2,3,3,2,0
2,4.12,1.0,6,3.11,5,8,8,8,1
1,3.67,0.68,6,2.89,4,3,3,3,0
1,7.0,0.59,7,0.0,0,3,3,1,0
2,3.6,0.85,7,5.84,6,6,6,5,1
1,5.75,0.99,6,0.19,1,7,7,4,0
1,3.4,1.0,5,1.04,3,5,5,5,1
2,2.5,0.97,6,4.25,5,3,3,4,1
2,3.43,0.99,7,3.1,5,3,3,7,1
2,3.8,0.9,7,3.96,6,12,12,10,1
1,4.0,0.94,7,2.86,5,10,10,7,1
1,4.0,0.99,7,3.33,6,5,5,6,1
1,4.0,1.0,6,2.57,5,7,7,7,1
1,5.14,1.0,7,1.55,4,10,10,7,0
2,3.67,0.97,7,3.56,6,9,9,9,1
1,6.0,0.98,6,0.0,0,3,3,2,0
2,3.5,0.92,7,5.25,6,7,7,6,1
2,4.5,0.95,7,3.92,5,6,6,6,1
1,4.5,0.92,6,2.25,3,3,3,2,0
1,1.5,0.92,2,0.25,1,1,1,2,0
1,4.83,0.98,5,0.14,1,7,7,6,0
1,3.0,0.92,3,0.0,0,1,1,1,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,4.4,0.99,6,1.84,4,6,6,5,0
2,4.38,1.0,7,3.98,6,8,8,8,1
1,6.0,0.95,7,3.0,4,10,10,4,0
2,3.5,0.99,6,2.5,5,7,7,8,1
1,6.0,0.98,6,0.0,0,4,4,2,0
1,3.0,0.65,3,0.0,0,2,2,2,0
2,2.5,0.72,4,2.25,3,1,1,2,0
2,3.75,1.0,6,3.69,5,1,1,4,1
2,3.67,1.0,7,6.22,6,6,6,6,1
1,5.25,0.96,7,2.19,4,6,6,4,0
1,7.0,0.59,7,0.0,0,3,3,1,0
1,5.0,0.97,5,0.0,0,2,2,1,0
2,1.5,0.92,2,0.25,1,0,0,2,0
1,3.0,0.92,3,0.0,0,1,1,1,0
1,5.33,1.0,7,2.89,5,8,8,6,0
1,4.0,1.0,4,0.0,0,1,1,1,0
1,5.22,0.99,7,2.4,4,15,15,9,1
2,3.5,0.94,6,4.25,5,3,3,4,0
1,4.4,1.0,7,5.84,6,6,6,5,1
1,4.6,0.99,5,0.24,1,2,2,5,1
1,4.0,1.0,7,9.0,6,2,2,2,0
2,3.8,0.95,6,2.56,5,5,5,5,1
1,3.0,0.99,4,0.67,2,3,3,3,0
1,5.0,1.0,6,1.5,4,12,12,8,0
2,4.44,1.0,7,3.58,6,10,10,9,1
2,3.88,0.98,6,2.61,5,8,8,8,1
1,4.0,1.0,5,1.0,2,3,3,2,0
1,4.2,0.99,7,4.56,6,6,6,5,1
2,4.6,0.99,7,4.24,6,7,7,5,0
1,4.67,0.99,5,0.22,1,2,2,3,0
2,2.75,0.95,5,2.19,4,2,2,4,1
2,3.67,0.99,7,4.89,6,7,7,6,1
2,4.5,1.0,7,4.25,6,7,7,8,1
2,4.5,0.98,7,4.0,6,10,10,8,1
2,3.5,0.97,7,3.75,6,10,10,8,1
1,3.5,0.96,5,0.92,3,6,6,6,1
1,4.0,0.98,6,4.67,5,2,2,3,0
1,3.67,1.0,5,1.89,4,7,7,6,0
1,2.0,1.0,2,0.0,0,0,0,1,0
2,3.5,0.99,6,3.25,5,4,4,4,0
1,5.0,1.0,7,2.0,3,5,5,3,0
1,5.0,1.0,7,2.67,4,4,4,3,0
2,4.8,0.98,7,4.16,6,6,6,5,1
1,4.5,0.92,7,6.25,5,1,1,2,0
1,3.0,0.92,5,4.0,4,2,2,2,0
2,3.62,0.99,7,5.23,6,9,9,8,1
2,4.5,1.0,6,3.5,5,9,9,8,1
2,4.67,1.0,6,2.67,5,9,9,9,1
2,4.33,0.94,7,4.0,5,10,10,9,1
2,3.0,1.0,6,2.8,5,5,5,5,1
1,3.0,-0.0,3,0.0,0,1,1,1,0
2,4.17,0.97,7,6.47,6,7,7,6,1
2,4.1,1.0,7,3.89,6,11,11,10,1
2,4.5,1.0,7,3.92,6,8,8,6,1
1,5.0,0.72,5,0.0,0,1,1,1,0
2,3.33,0.97,6,4.56,5,6,6,6,1
2,4.38,0.95,7,5.98,6,9,9,8,1
2,3.14,0.98,5,2.12,4,7,7,7,1
2,3.83,0.99,6,3.14,5,7,7,6,1
1,4.6,0.99,5,0.24,1,5,5,5,0
2,3.67,0.95,7,6.22,6,2,2,3,0
1,1.5,0.92,2,0.25,1,0,0,2,0
1,3.0,0.92,3,0.0,0,1,1,1,0
1,3.0,0.92,3,0.0,0,0,0,1,0
1,4.25,1.0,7,5.69,6,6,6,4,1
1,3.67,0.99,6,1.56,4,7,7,6,1
1,7.0,0.86,7,0.0,0,2,2,1,0
2,3.0,0.92,5,2.5,4,5,5,4,1
2,2.0,1.0,3,1.0,2,1,1,2,0
1,5.0,0.72,6,0.67,2,5,5,3,0
2,3.0,0.99,6,4.67,5,1,1,3,0
1,3.67,0.85,5,1.56,3,3,3,3,0
2,4.0,0.99,7,5.0,6,5,5,4,0
1,5.0,0.97,7,2.0,3,5,5,3,0
2,3.43,0.92,6,2.53,5,5,5,7,1
2,3.67,0.95,5,3.56,4,3,3,3,1
1,1.67,0.72,2,0.22,1,1,1,3,1
2,2.67,1.0,6,2.89,5,4,4,6,1
1,7.0,0.99,7,0.0,0,5,5,2,0
2,3.44,0.96,6,2.47,5,9,9,9,1
1,6.0,1.0,7,1.5,3,8,8,4,0
2,4.0,0.81,7,7.33,6,9,9,6,1
1,6.0,0.92,7,1.0,2,4,4,2,0
1,3.0,0.92,3,0.0,0,1,1,1,0
1,1.0,1.0,1,0.0,0,0,0,2,0
2,3.78,1.0,7,4.84,6,8,8,9,1
1,3.4,0.87,5,1.04,3,6,6,5,1
1,4.0,0.98,5,0.67,2,2,2,3,0
2,4.0,0.96,7,3.33,6,9,9,9,1
1,3.33,0.97,6,3.56,4,2,2,3,0
1,3.33,1.0,6,4.22,5,1,1,3,0
2,3.17,1.0,5,2.14,4,4,4,6,1
1,2.6,0.96,4,0.64,2,5,5,5,1
1,4.67,1.0,6,3.22,5,8,8,6,1
2,2.5,0.97,4,2.25,3,1,1,2,0
2,4.0,0.99,7,4.8,6,7,7,5,1
1,4.78,0.99,7,1.95,4,15,15,9,1
2,4.5,0.92,7,4.25,5,6,6,4,0
1,4.33,0.93,7,4.56,6,8,8,6,0
1,5.0,1.0,7,3.67,6,8,8,6,1
1,5.0,0.97,6,1.0,2,2,2,2,0
1,6.0,1.0,7,1.33,3,9,9,6,1
2,4.44,0.97,7,3.8,6,10,10,9,1
2,4.5,0.94,7,4.5,6,8,8,8,1
2,4.17,0.99,6,2.47,4,7,7,6,1
1,6.0,0.81,7,1.0,2,3,3,2,0
1,4.43,0.98,7,2.82,5,10,10,7,1
1,4.4,0.98,7,3.44,5,6,6,5,1
1,4.0,0.99,7,3.5,5,6,6,4,1
2,4.75,0.99,6,2.19,4,6,6,8,1
2,4.25,1.0,7,4.94,6,11,11,8,1
2,4.1,0.98,7,3.29,6,10,10,10,1
2,4.88,1.0,7,4.86,6,11,11,8,1
1,4.57,0.99,7,3.39,6,9,9,7,1
2,4.0,1.0,7,3.5,6,8,8,8,1
1,3.0,0.92,3,0.0,0,1,1,2,0
2,4.62,0.91,7,5.23,6,11,11,8,1
1,4.75,1.0,6,1.69,3,6,6,4,0
2,3.17,0.98,7,3.14,5,4,4,6,1
1,4.0,0.99,7,4.67,6,7,7,6,1
1,5.0,1.0,6,0.67,2,5,5,3,0
1,3.25,1.0,5,2.19,4,3,3,4,0
1,7.0,0.86,7,0.0,0,3,3,1,0
2,4.0,0.95,6,3.0,5,8,8,6,1
2,3.71,0.98,6,1.92,4,8,8,7,0
1,3.6,1.0,7,3.84,6,5,5,5,1
2,3.75,0.99,7,4.69,6,6,6,8,1
1,5.17,0.99,7,4.14,6,6,6,6,0
2,2.57,0.92,4,1.1,3,4,4,7,1
2,4.0,0.97,7,4.0,6,8,8,7,1
1,4.6,0.99,7,5.44,6,6,6,5,0
2,4.56,1.0,7,4.69,6,12,12,9,1
1,4.29,1.0,6,1.63,4,8,8,7,0
1,4.4,0.99,7,5.04,5,7,7,5,0
1,3.83,1.0,5,1.14,3,6,6,6,1
1,7.0,0.86,7,0.0,0,3,3,1,0
2,5.5,0.99,7,2.75,4,6,6,4,0
2,4.5,0.99,7,2.25,5,9,9,8,1
1,4.0,0.81,6,2.67,4,3,3,3,0
2,3.4,1.0,7,6.64,6,4,4,5,1
2,4.38,1.0,7,3.23,6,9,9,8,1
1,4.2,0.92,6,2.56,4,5,5,5,0
2,4.67,1.0,7,4.22,6,10,10,6,1
2,3.75,1.0,7,3.94,6,9,9,8,1
2,2.5,0.97,4,1.25,3,2,2,4,0
2,3.9,1.0,7,4.89,6,9,9,10,1
1,5.67,1.0,7,1.89,3,7,7,6,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,3.0,0.99,5,2.67,4,3,3,3,0
1,5.0,1.0,7,3.0,5,7,7,6,0
1,3.62,0.99,6,2.23,4,8,8,8,1
1,3.0,1.0,5,2.5,4,3,3,4,0
2,3.38,1.0,7,3.98,6,6,6,8,1
2,4.12,0.95,7,3.61,6,7,7,8,1
2,3.83,0.97,6,3.81,5,7,7,6,1
1,4.33,1.0,6,1.56,3,4,4,3,0
1,3.0,0.92,5,2.67,4,1,1,3,0
1,4.0,1.0,6,4.67,5,4,4,3,0
2,4.25,0.94,6,3.94,5,11,11,8,1
2,3.75,1.0,7,4.69,6,3,3,4,1
1,3.75,1.0,5,0.69,2,4,4,4,0
2,3.56,1.0,7,3.58,6,8,8,9,1
2,4.14,0.99,7,3.27,6,7,7,7,1
1,5.4,0.98,7,1.84,4,9,9,5,0
2,4.25,0.99,7,4.69,6,11,11,8,1
1,6.0,1.0,6,0.0,0,1,1,1,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,4.67,0.99,7,2.89,4,5,5,3,0
1,5.5,0.99,7,2.75,4,7,7,4,0
1,3.0,0.92,3,0.0,0,0,0,1,0
1,5.5,0.99,7,4.58,6,10,10,6,1
1,4.25,1.0,7,4.69,6,3,3,4,0
1,5.33,0.81,7,2.89,4,5,5,3,0
2,4.43,0.98,6,3.1,5,8,8,7,1
2,4.25,0.98,6,4.19,5,4,4,4,0
1,5.44,1.0,7,3.14,4,11,11,9,1
1,4.5,0.96,7,4.25,5,4,4,4,1
2,4.33,0.39,7,6.22,6,5,5,3,1
1,3.33,0.72,6,4.22,5,3,3,3,0
1,4.0,1.0,6,1.71,4,8,8,7,0
1,4.0,1.0,6,3.14,4,8,8,7,1
1,4.17,1.0,7,3.14,5,7,7,6,1
1,4.71,1.0,7,3.06,5,13,13,7,1
1,6.67,0.88,7,0.22,1,5,5,3,0
1,4.0,0.81,4,0.0,0,1,1,1,0
2,4.25,0.98,7,3.94,6,8,8,8,1
2,4.25,0.98,7,3.69,6,11,11,8,1
1,3.0,0.92,3,0.0,0,1,1,1,0
1,2.0,1.0,2,0.0,0,0,0,1,0
1,5.33,0.99,7,2.89,4,4,4,3,0
1,3.33,0.99,5,2.22,4,7,7,6,1
2,4.83,0.96,7,3.81,6,10,10,6,1
1,4.67,0.75,5,0.22,1,4,4,3,0
1,4.8,0.92,7,4.16,6,7,7,5,1
1,4.0,0.99,5,1.5,3,3,3,4,1
2,2.5,0.97,4,2.25,3,1,1,2,0
2,3.8,1.0,7,6.96,6,5,5,5,1
1,3.0,0.92,5,2.8,4,5,5,5,1
1,4.71,1.0,7,2.2,4,10,10,7,0
2,4.4,0.98,7,4.64,6,8,8,5,1
1,4.33,0.96,5,0.22,1,2,2,3,0
2,3.5,0.59,6,6.25,5,2,2,2,0
1,3.4,1.0,7,3.44,5,5,5,5,1
2,3.0,0.85,5,2.67,4,3,3,6,1
1,4.5,0.99,7,5.25,6,6,6,4,0
2,3.8,0.95,7,6.16,6,5,5,5,1
1,4.4,0.9,6,1.84,4,5,5,5,1
1,3.6,0.99,6,2.64,5,5,5,5,0
2,4.0,0.98,6,2.0,4,8,8,6,1
2,4.0,0.9,7,4.5,6,3,3,4,1
1,4.0,1.0,6,2.5,4,4,4,4,0
1,3.83,0.99,6,1.81,4,6,6,6,1
1,4.8,0.95,6,1.36,3,8,8,5,1
1,5.33,0.99,7,1.56,3,3,3,3,0
1,4.57,1.0,7,3.67,5,9,9,7,1
2,4.78,0.98,7,1.95,4,12,12,9,1
1,4.33,1.0,7,3.89,5,7,7,6,0
1,4.43,1.0,7,5.1,6,10,10,7,1
1,2.0,0.92,3,0.67,2,1,1,3,1
2,4.4,1.0,7,3.04,5,2,2,5,1
2,4.25,0.94,7,7.69,6,4,4,4,1
2,3.38,0.95,6,3.23,5,6,6,8,1
2,2.67,0.99,5,1.89,4,3,3,6,1
1,5.0,0.97,6,1.0,2,1,1,2,0
1,4.0,0.81,4,0.0,0,1,1,1,0
2,4.11,1.0,6,2.99,5,11,11,9,1
2,3.75,0.92,5,2.69,4,4,4,4,0
2,3.5,0.92,5,2.25,4,6,6,6,1
1,3.0,0.92,3,0.0,0,1,1,1,0
2,4.0,1.0,7,4.8,6,6,6,5,1
2,4.6,1.0,7,3.84,6,13,13,10,1
2,3.43,0.99,6,2.82,5,7,7,7,1
2,5.5,0.98,7,6.75,6,5,5,4,0
2,4.83,0.98,7,4.47,6,7,7,6,0
1,3.67,0.99,6,2.89,4,2,2,3,0
2,3.43,0.98,6,2.53,5,5,5,7,1
1,3.8,0.95,7,5.36,6,6,6,5,1
2,3.4,1.0,7,5.04,6,4,4,5,1
2,5.0,0.99,7,4.25,6,14,14,8,1
1,3.67,0.85,5,1.56,3,3,3,3,0
1,4.5,0.99,7,6.25,5,1,1,2,0
1,3.6,1.0,6,2.64,4,3,3,5,1
1,2.5,0.97,3,0.25,1,1,1,2,0
1,5.0,0.9,7,1.2,3,7,7,5,0
2,4.44,0.97,7,4.25,6,9,9,9,1
1,5.0,1.0,7,1.67,4,8,8,6,1
1,4.0,0.92,7,4.67,6,7,7,6,1
2,3.5,1.0,6,3.25,5,9,9,8,1
1,6.0,0.98,7,1.0,2,3,3,2,0
1,5.8,0.99,7,1.36,3,8,8,5,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,3.5,1.0,6,2.25,4,5,5,6,1
1,3.4,1.0,6,3.44,5,6,6,5,1
1,4.5,0.96,6,0.75,2,5,5,4,0
1,6.0,1.0,6,0.0,0,3,3,2,0
1,5.0,0.72,5,0.0,0,1,1,1,0
2,4.0,1.0,7,4.44,6,11,11,9,1
2,3.38,1.0,6,3.23,5,9,9,8,1
1,4.29,1.0,7,2.49,5,7,7,7,1
2,4.0,0.99,7,5.0,6,2,2,4,1
2,3.5,0.92,6,2.25,5,5,5,6,1
1,3.0,1.0,5,2.8,4,5,5,5,1
2,3.22,0.98,6,1.95,5,7,7,9,1
2,3.83,1.0,6,4.47,5,7,7,6,1
1,5.0,-0.0,5,0.0,0,2,2,1,0
2,4.25,1.0,7,3.69,6,12,12,8,1
1,5.6,1.0,7,1.04,3,6,6,5,0
2,4.14,1.0,7,4.69,6,10,10,7,1
2,4.14,1.0,7,4.69,6,10,10,7,1
1,5.0,0.97,7,4.0,4,2,2,2,0
1,4.25,1.0,6,2.19,4,6,6,4,0
1,7.0,0.59,7,0.0,0,3,3,1,0
1,4.0,1.0,7,4.67,5,4,4,3,0
1,2.0,0.81,3,1.0,2,1,1,2,0
2,4.75,0.98,7,6.19,6,6,6,4,1
2,4.14,1.0,7,3.27,5,8,8,7,1
1,4.5,1.0,7,2.92,5,6,6,6,0
1,5.2,1.0,7,2.96,5,9,9,5,0
1,5.0,0.97,5,0.0,0,1,1,1,0
2,4.44,1.0,7,3.14,6,13,13,9,1
2,4.2,0.86,7,6.16,6,5,5,5,1
2,3.38,1.0,6,2.73,5,8,8,8,1
2,3.8,1.0,7,2.76,6,9,9,10,1
1,6.0,0.92,6,0.0,0,2,2,1,0
2,4.33,1.0,7,4.44,6,7,7,9,1
1,5.4,0.98,7,5.44,6,8,8,5,0
1,3.67,0.95,6,2.89,4,5,5,3,0
1,5.6,1.0,7,1.04,3,10,10,5,0
1,5.0,0.86,7,2.8,5,6,6,5,1
1,4.0,1.0,7,9.0,6,2,2,2,0
1,5.33,0.99,7,2.89,4,4,4,3,0
1,4.6,0.93,6,1.04,3,6,6,5,0
1,4.25,0.98,7,2.44,5,9,9,8,1
2,4.86,1.0,7,4.98,6,11,11,7,1
2,3.78,1.0,7,4.4,6,12,12,9,1
2,3.0,0.97,6,3.6,5,2,2,5,1
2,3.83,0.99,7,4.14,6,4,4,6,1
2,2.75,0.95,6,4.19,5,2,2,4,1
1,5.0,0.97,5,0.0,0,2,2,1,0
2,3.4,0.87,7,4.24,6,3,3,5,1
2,3.43,1.0,7,5.39,6,7,7,7,1
1,3.0,1.0,4,1.0,2,2,2,2,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,2.75,0.68,6,3.69,5,5,5,4,1
2,2.0,1.0,3,1.0,2,2,2,4,1
2,3.83,1.0,6,3.14,5,7,7,6,1
2,3.5,0.86,4,0.25,1,1,1,2,0
2,4.0,0.99,7,3.75,6,6,6,8,1
2,3.78,1.0,7,2.84,6,7,7,9,1
1,5.0,0.99,7,5.5,6,6,6,4,0
1,6.0,1.0,6,0.0,0,4,4,2,0
2,4.62,1.0,7,3.48,6,10,10,8,1
1,4.43,0.94,6,1.96,4,7,7,7,0
2,4.4,1.0,7,3.64,6,11,11,10,1
1,5.0,0.97,5,0.0,0,1,1,1,0
2,5.33,1.0,7,4.22,5,11,11,6,0
2,2.5,0.88,4,1.25,3,2,2,4,1
2,3.88,0.99,7,3.36,5,9,9,8,1
2,4.75,0.9,7,4.69,6,11,11,8,1
1,3.57,0.99,6,1.96,4,7,7,7,1
1,3.25,1.0,7,5.19,6,2,2,4,1
2,3.67,0.98,6,1.56,4,5,5,6,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,4.86,0.91,6,1.84,4,7,7,7,1
1,5.0,1.0,6,2.0,3,5,5,3,0
1,2.67,0.95,6,5.56,5,2,2,3,1
2,4.33,1.0,7,3.89,6,7,7,6,1
2,2.4,0.81,4,1.04,3,2,2,5,1
1,4.6,1.0,7,3.84,6,8,8,5,0
1,6.0,0.92,7,0.5,2,8,8,4,0
1,3.5,0.96,7,3.92,6,7,7,6,1
2,4.75,0.99,7,6.44,6,11,11,8,1
2,2.62,0.99,5,1.73,4,5,5,8,1
1,5.1,1.0,7,2.09,5,14,14,10,1
1,5.33,0.99,7,2.89,4,5,5,3,0
1,6.0,1.0,7,1.14,3,14,14,7,1
2,3.2,1.0,5,1.96,4,6,6,10,1
2,3.5,0.86,6,4.25,5,6,6,6,1
2,3.8,0.98,7,5.36,6,4,4,5,1
1,4.0,0.95,6,2.5,4,3,3,4,0
2,3.11,0.97,7,4.1,6,7,7,9,1
1,2.67,0.95,6,5.56,5,1,1,3,1
1,3.8,0.95,6,2.96,5,6,6,5,1
1,4.43,0.99,7,3.1,5,9,9,7,1
1,5.4,0.98,7,5.44,6,9,9,5,0
1,4.0,0.99,7,5.2,6,7,7,5,1
2,3.88,0.98,6,2.61,5,8,8,8,1
2,2.4,0.98,4,1.84,3,3,3,5,1
1,7.0,0.99,7,0.0,0,3,3,1,0
1,5.4,1.0,7,1.04,3,8,8,5,0
1,5.22,1.0,7,3.73,6,11,11,9,1
2,2.6,0.89,4,1.04,3,4,4,5,1
1,4.5,0.99,7,3.58,5,6,6,6,0
2,3.56,0.95,6,3.14,5,8,8,9,1
2,4.29,1.0,6,3.63,5,9,9,7,1
1,3.8,1.0,7,3.76,6,6,6,5,1
1,4.0,1.0,5,0.67,2,6,6,6,1
1,5.0,1.0,7,2.0,4,6,6,4,0
1,4.5,0.76,6,2.25,3,3,3,2,0
2,4.5,0.95,7,2.58,5,10,10,6,1
2,3.12,1.0,6,3.36,5,6,6,8,1
1,3.43,0.99,5,1.39,4,6,6,7,1
2,4.29,1.0,7,4.2,6,8,8,7,1
1,5.0,0.97,7,4.0,4,4,4,2,0
1,7.0,0.86,7,0.0,0,2,2,1,0
1,3.5,0.99,4,0.25,1,1,1,2,0
1,4.0,0.81,4,0.0,0,1,1,1,0
2,5.3,1.0,7,3.41,5,16,16,10,1
1,3.5,0.99,6,2.25,4,5,5,4,0
2,2.5,0.84,4,0.92,3,5,5,6,1
2,3.22,0.98,7,3.51,6,9,9,9,1
2,2.78,0.99,5,1.73,4,5,5,9,1
1,3.0,0.92,3,0.0,0,0,0,1,0
1,7.0,0.99,7,0.0,0,2,2,1,0
1,5.0,0.99,7,4.0,6,12,12,6,1
2,3.75,0.97,6,3.44,5,9,9,8,1
1,5.4,0.98,7,3.44,6,17,17,10,1
2,4.0,0.99,7,4.0,6,10,10,8,1
2,4.0,0.99,6,6.0,5,7,7,5,1
2,3.0,0.92,5,4.0,4,1,1,2,0
2,4.22,0.95,7,5.28,6,9,9,9,1
1,5.0,0.97,5,0.0,0,2,2,1,0
1,4.4,0.85,7,3.44,5,6,6,5,1
2,3.5,1.0,7,5.25,6,5,5,6,1
1,3.8,1.0,5,2.16,4,4,4,5,1
1,3.5,0.99,5,2.25,3,2,2,4,1
2,3.75,1.0,7,7.69,6,5,5,4,1
1,4.5,1.0,7,2.75,5,10,10,8,1
1,4.0,1.0,6,2.67,4,4,4,3,0
2,2.86,0.99,6,2.69,5,5,5,7,1
2,3.33,0.99,5,1.89,4,6,6,6,1
1,4.43,0.98,7,5.1,5,10,10,7,1
1,3.8,0.95,7,3.76,6,6,6,5,1
1,3.0,0.92,4,0.67,2,3,3,3,0
1,5.0,1.0,7,4.0,4,4,4,2,0
1,6.0,0.92,6,0.0,0,1,1,1,0
2,4.0,0.81,6,3.5,5,4,4,4,1
1,4.0,0.81,4,0.0,0,1,1,1,0
1,5.0,0.88,7,1.5,4,13,13,8,1
1,4.17,0.94,7,3.14,5,5,5,6,1
1,4.29,0.97,7,5.06,6,9,9,7,1
2,4.11,1.0,7,5.21,6,7,7,9,1
1,4.67,1.0,6,0.89,2,5,5,3,0
2,3.29,1.0,7,3.06,6,6,6,7,1
2,3.0,0.97,5,2.8,4,3,3,5,1
2,4.8,0.98,7,3.56,6,13,13,10,1
1,3.67,0.95,6,2.56,5,6,6,6,1
2,4.33,1.0,7,5.22,6,5,5,6,1
2,4.6,0.98,7,2.84,6,11,11,10,1
1,4.75,0.98,7,3.94,5,11,11,8,1
2,5.12,0.99,7,3.86,6,14,14,8,1
2,3.9,1.0,7,3.29,6,9,9,10,1
1,4.83,0.99,6,0.47,2,8,8,6,1
1,4.17,1.0,6,2.14,4,3,3,6,1
1,4.56,0.99,7,2.47,5,12,12,9,1
2,4.4,0.9,7,3.44,5,5,5,5,1
2,2.4,0.92,5,2.24,4,3,3,5,1
1,5.0,0.97,6,1.0,2,3,3,2,0
2,2.83,0.87,6,3.14,5,5,5,6,1
1,5.8,1.0,7,1.36,3,9,9,5,0
1,3.0,0.99,6,4.67,5,2,2,3,0
1,4.2,0.96,7,3.76,5,5,5,5,1
1,4.29,0.99,7,3.35,5,9,9,7,1
2,5.11,0.98,7,5.43,6,11,11,9,1
1,4.0,1.0,7,3.0,6,8,8,8,1
2,4.33,0.84,7,5.89,6,9,9,6,1
1,4.67,1.0,6,0.89,2,5,5,3,0
1,2.0,-0.0,2,0.0,0,1,1,1,0
1,3.67,0.85,5,3.56,4,2,2,3,0
1,5.88,1.0,7,1.11,3,15,15,8,0
1,4.0,1.0,4,0.0,0,2,2,1,0
1,5.4,0.98,6,0.24,1,5,5,5,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,2.0,0.65,4,2.0,3,2,2,3,1
2,4.67,0.99,7,2.67,6,10,10,9,1
2,3.38,0.95,5,2.48,4,6,6,8,1
2,2.4,1.0,5,2.24,4,2,2,5,1
1,3.0,1.0,3,0.0,0,0,0,2,0
2,2.67,0.99,5,2.22,4,4,4,6,1
1,3.0,0.98,5,2.5,4,4,4,4,0
2,5.0,0.97,7,3.56,6,13,13,9,1
1,3.67,0.95,6,2.89,4,3,3,3,0
1,7.0,0.99,7,0.0,0,1,1,1,0
1,5.25,1.0,7,4.19,5,5,5,4,0
1,4.88,0.94,7,3.11,6,11,11,8,1
2,4.38,0.97,7,5.98,6,14,14,8,1
1,4.0,1.0,5,0.67,2,2,2,3,0
2,4.0,0.98,6,3.33,5,4,4,6,1
1,3.33,0.88,7,6.89,6,2,2,3,1
2,2.5,0.72,4,2.25,3,1,1,2,0
2,3.25,1.0,5,2.19,4,1,1,4,0
1,4.33,0.98,6,2.56,5,7,7,6,0
2,4.29,0.95,7,4.49,6,8,8,7,1
1,4.2,0.99,6,3.36,4,4,4,5,1
1,3.0,0.92,4,1.0,2,1,1,2,0
1,2.0,1.0,2,0.0,0,0,0,1,0
1,2.75,0.99,4,0.69,2,2,2,4,1
1,2.5,0.97,3,0.25,1,1,1,2,0
1,2.25,0.92,4,1.19,3,3,3,4,1
1,4.4,0.99,7,4.64,6,6,6,5,1
2,4.2,1.0,6,3.16,5,9,9,10,1
